schema,table_name,table_type,column_name,ordinal_position,is_nullable,data_type,udt_name,full_type,character_maximum_length,numeric_precision,numeric_scale,datetime_precision,column_default,is_primary_key,primary_key_name,is_foreign_key,foreign_key_name,foreign_table_schema,foreign_table_name,foreign_column_name
public,ap_documento_compra,TABLE,estado,4,NO,USER-DEFINED,ap_estado_documento,USER-DEFINED::ap_estado_documento,,,,,'BORRADOR'::ap_estado_documento,NO,,NO,,,,
public,ap_documento_compra,TABLE,folio,5,NO,character varying,varchar,character varying(40),40,,,,,NO,,NO,,,,
public,ap_documento_compra,TABLE,fecha_emision,6,NO,date,date,date,,,,0,,NO,,NO,,,,
public,ap_documento_compra,TABLE,fecha_recepcion,7,YES,date,date,date,,,,0,,NO,,NO,,,,
public,ap_documento_compra,TABLE,fecha_vencimiento,8,NO,date,date,date,,,,0,,NO,,NO,,,,
public,ap_documento_compra,TABLE,moneda,9,NO,character varying,varchar,character varying(10),10,,,,'CLP'::character varying,NO,,NO,,,,
public,ap_documento_compra,TABLE,tipo_cambio,10,NO,numeric,numeric,"numeric(18,6)",,18,6,,1,NO,,NO,,,,
public,ap_documento_compra,TABLE,neto,11,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra,TABLE,exento,12,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra,TABLE,iva,13,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra,TABLE,otros_impuestos,14,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra,TABLE,total,15,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra,TABLE,saldo_pendiente,16,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra,TABLE,referencia,17,YES,character varying,varchar,character varying(180),180,,,,,NO,,NO,,,,
public,ap_documento_compra,TABLE,observaciones,18,YES,text,text,text,,,,,,NO,,NO,,,,
public,ap_documento_compra,TABLE,created_at,19,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,ap_documento_compra,TABLE,updated_at,20,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('ap_documento_compra_detalle_id_seq'::regclass),YES,ap_documento_compra_detalle_pkey,NO,,,,
public,ap_documento_compra_detalle,TABLE,documento_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,linea,3,NO,integer,int4,integer,,32,0,,,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,descripcion,4,NO,character varying,varchar,character varying(260),260,,,,,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,cantidad,5,NO,numeric,numeric,"numeric(18,6)",,18,6,,1,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,precio_unitario,6,NO,numeric,numeric,"numeric(18,6)",,18,6,,0,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,descuento,7,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,neto_linea,8,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,iva_linea,9,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,otros_impuestos,10,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,total_linea,11,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,categoria_gasto_id,12,YES,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,centro_costo_id,13,YES,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,created_at,14,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,ap_documento_compra_detalle,TABLE,updated_at,15,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,ap_pago,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('ap_pago_id_seq'::regclass),YES,ap_pago_pkey,NO,,,,
public,ap_pago,TABLE,proveedor_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,ap_pago,TABLE,estado,3,NO,USER-DEFINED,ap_estado_pago,USER-DEFINED::ap_estado_pago,,,,,'BORRADOR'::ap_estado_pago,NO,,NO,,,,
public,ap_pago,TABLE,fecha_pago,4,NO,date,date,date,,,,0,,NO,,NO,,,,
public,ap_pago,TABLE,medio_pago,5,NO,USER-DEFINED,fin_medio_pago,USER-DEFINED::fin_medio_pago,,,,,'TRANSFERENCIA'::fin_medio_pago,NO,,NO,,,,
public,ap_pago,TABLE,referencia,6,YES,character varying,varchar,character varying(180),180,,,,,NO,,NO,,,,
public,ap_pago,TABLE,moneda,7,NO,character varying,varchar,character varying(10),10,,,,'CLP'::character varying,NO,,NO,,,,
public,ap_pago,TABLE,tipo_cambio,8,NO,numeric,numeric,"numeric(18,6)",,18,6,,1,NO,,NO,,,,
public,ap_pago,TABLE,monto_total,9,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_pago,TABLE,observaciones,10,YES,text,text,text,,,,,,NO,,NO,,,,
public,ap_pago,TABLE,created_at,11,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,ap_pago,TABLE,updated_at,12,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,ap_pago_aplicacion,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('ap_pago_aplicacion_id_seq'::regclass),YES,ap_pago_aplicacion_pkey,NO,,,,
public,ap_pago_aplicacion,TABLE,pago_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,ap_pago_aplicacion,TABLE,documento_id,3,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,ap_pago_aplicacion,TABLE,monto_aplicado,4,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,ap_pago_aplicacion,TABLE,created_at,5,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,asientos_contables,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('asientos_contables_id_seq'::regclass),YES,asientos_contables_pkey,NO,,,,
public,asientos_contables,TABLE,fecha,2,NO,date,date,date,,,,0,,NO,,NO,,,,
public,asientos_contables,TABLE,descripcion,3,YES,text,text,text,,,,,,NO,,NO,,,,
public,asientos_contables,TABLE,origen_tipo,4,YES,character varying,varchar,character varying(30),30,,,,,NO,,NO,,,,
public,asientos_contables,TABLE,origen_id,5,YES,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,asientos_contables,TABLE,fecha_creacion,6,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,asientos_contables,TABLE,glosa,7,YES,character varying,varchar,character varying(255),255,,,,,NO,,NO,,,,
public,asientos_detalle,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('asientos_detalle_id_seq'::regclass),YES,asientos_detalle_pkey,NO,,,,
public,asientos_detalle,TABLE,asiento_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,YES,asientos_detalle_asiento_id_fkey,public,asientos_contables,id
public,asientos_detalle,TABLE,cuenta_contable,3,YES,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
public,asientos_detalle,TABLE,descripcion,4,YES,character varying,varchar,character varying(255),255,,,,,NO,,NO,,,,
public,asientos_detalle,TABLE,debe,5,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,asientos_detalle,TABLE,haber,6,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,asientos_detalle,TABLE,codigo_cuenta,7,NO,character varying,varchar,character varying(20),20,,,,,NO,,NO,,,,
public,asientos_detalle,TABLE,nombre_cuenta,8,NO,character varying,varchar,character varying(255),255,,,,,NO,,NO,,,,
public,cajas,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('cajas_id_seq'::regclass),YES,cajas_pkey,NO,,,,
public,cajas,TABLE,nombre,2,NO,character varying,varchar,character varying(100),100,,,,,NO,,NO,,,,
public,cajas,TABLE,descripcion,3,YES,character varying,varchar,character varying(255),255,,,,,NO,,NO,,,,
public,cajas,TABLE,saldo_inicial,4,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,cajas,TABLE,saldo_actual,5,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,cajas,TABLE,fecha_apertura,6,YES,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,cajas,TABLE,fecha_cierre,7,YES,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,cajas,TABLE,estado,8,NO,character varying,varchar,character varying(20),20,,,,,NO,,NO,,,,
public,cajas,TABLE,activa,9,NO,boolean,bool,boolean,,,,,,NO,,NO,,,,
public,categorias_producto,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('categorias_producto_id_seq'::regclass),YES,categorias_producto_pkey,NO,,,,
public,categorias_producto,TABLE,nombre,2,NO,character varying,varchar,character varying(150),150,,,,,NO,,NO,,,,
public,categorias_producto,TABLE,descripcion,3,YES,text,text,text,,,,,,NO,,NO,,,,
public,categorias_producto,TABLE,activo,4,NO,boolean,bool,boolean,,,,,,NO,,NO,,,,
public,categorias_producto,TABLE,fecha_creacion,5,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,clientes,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('clientes_id_seq'::regclass),YES,clientes_pkey,NO,,,,
public,clientes,TABLE,rut,2,NO,character varying,varchar,character varying(20),20,,,,,NO,,NO,,,,
public,clientes,TABLE,razon_social,3,NO,character varying,varchar,character varying(200),200,,,,,NO,,NO,,,,
public,clientes,TABLE,nombre_fantasia,4,YES,character varying,varchar,character varying(200),200,,,,,NO,,NO,,,,
public,clientes,TABLE,giro,5,YES,character varying,varchar,character varying(200),200,,,,,NO,,NO,,,,
public,clientes,TABLE,direccion,6,YES,character varying,varchar,character varying(250),250,,,,,NO,,NO,,,,
public,clientes,TABLE,comuna,7,YES,character varying,varchar,character varying(100),100,,,,,NO,,NO,,,,
public,clientes,TABLE,ciudad,8,YES,character varying,varchar,character varying(100),100,,,,,NO,,NO,,,,
public,clientes,TABLE,telefono,9,YES,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
public,clientes,TABLE,email,10,YES,character varying,varchar,character varying(150),150,,,,,NO,,NO,,,,
public,clientes,TABLE,activo,11,NO,boolean,bool,boolean,,,,,,NO,,NO,,,,
public,clientes,TABLE,fecha_creacion,12,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,clientes,TABLE,fecha_actualizacion,13,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,cuentas_por_cobrar,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('cuentas_por_cobrar_id_seq'::regclass),YES,cuentas_por_cobrar_pkey,NO,,,,
public,cuentas_por_cobrar,TABLE,cliente_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,YES,cuentas_por_cobrar_cliente_id_fkey,public,clientes,id
public,cuentas_por_cobrar,TABLE,nota_venta_id,3,YES,bigint,int8,bigint,,64,0,,,NO,,YES,cuentas_por_cobrar_nota_venta_id_fkey,public,notas_venta,id
public,cuentas_por_cobrar,TABLE,fecha_emision,4,NO,date,date,date,,,,0,,NO,,NO,,,,
public,cuentas_por_cobrar,TABLE,fecha_vencimiento,5,NO,date,date,date,,,,0,,NO,,NO,,,,
public,cuentas_por_cobrar,TABLE,monto_original,6,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,cuentas_por_cobrar,TABLE,saldo_pendiente,7,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,cuentas_por_cobrar,TABLE,estado,8,NO,character varying,varchar,character varying(20),20,,,,,NO,,NO,,,,
public,cuentas_por_cobrar,TABLE,observacion,9,YES,text,text,text,,,,,,NO,,NO,,,,
public,cuentas_por_cobrar,TABLE,fecha_creacion,10,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,cuentas_por_cobrar,TABLE,fecha_actualizacion,11,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,cuentas_por_cobrar,TABLE,razon_social,12,YES,character varying,varchar,character varying(255),255,,,,,NO,,NO,,,,
public,cuentas_por_pagar,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('cuentas_por_pagar_id_seq'::regclass),YES,cuentas_por_pagar_pkey,NO,,,,
public,cuentas_por_pagar,TABLE,proveedor_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,YES,cuentas_por_pagar_proveedor_id_fkey,public,proveedores,id
public,cuentas_por_pagar,TABLE,factura_compra_id,3,YES,bigint,int8,bigint,,64,0,,,NO,,YES,cuentas_por_pagar_factura_compra_id_fkey,public,facturas_compra,id
public,cuentas_por_pagar,TABLE,fecha_emision,4,NO,date,date,date,,,,0,,NO,,NO,,,,
public,cuentas_por_pagar,TABLE,fecha_vencimiento,5,NO,date,date,date,,,,0,,NO,,NO,,,,
public,cuentas_por_pagar,TABLE,monto_original,6,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,cuentas_por_pagar,TABLE,saldo_pendiente,7,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,cuentas_por_pagar,TABLE,estado,8,NO,character varying,varchar,character varying(20),20,,,,,NO,,NO,,,,
public,cuentas_por_pagar,TABLE,observacion,9,YES,text,text,text,,,,,,NO,,NO,,,,
public,cuentas_por_pagar,TABLE,fecha_creacion,10,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,cuentas_por_pagar,TABLE,fecha_actualizacion,11,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,email_log,TABLE,id,1,NO,integer,int4,integer,,32,0,,nextval('email_log_id_seq'::regclass),YES,email_log_pkey,NO,,,,
public,email_log,TABLE,created_at,2,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,CURRENT_TIMESTAMP,NO,,NO,,,,
public,email_log,TABLE,modulo,3,NO,character varying,varchar,character varying(50),50,,,,'COBRANZA'::character varying,NO,,NO,,,,
public,email_log,TABLE,evento,4,NO,character varying,varchar,character varying(50),50,,,,'RECORDATORIO'::character varying,NO,,NO,,,,
public,email_log,TABLE,cliente_id,5,YES,integer,int4,integer,,32,0,,,NO,,NO,,,,
public,email_log,TABLE,cxc_id,6,YES,integer,int4,integer,,32,0,,,NO,,NO,,,,
public,email_log,TABLE,to_email,7,NO,character varying,varchar,character varying(255),255,,,,,NO,,NO,,,,
public,email_log,TABLE,subject,8,NO,character varying,varchar,character varying(255),255,,,,,NO,,NO,,,,
public,email_log,TABLE,include_detalle,9,NO,boolean,bool,boolean,,,,,true,NO,,NO,,,,
public,email_log,TABLE,status,10,NO,character varying,varchar,character varying(20),20,,,,'PENDIENTE'::character varying,NO,,NO,,,,
public,email_log,TABLE,sent_at,11,YES,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,email_log,TABLE,error_message,12,YES,text,text,text,,,,,,NO,,NO,,,,
public,email_log,TABLE,meta_json,13,YES,text,text,text,,,,,,NO,,NO,,,,
public,facturas_compra,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('facturas_compra_id_seq'::regclass),YES,facturas_compra_pkey,NO,,,,
public,facturas_compra,TABLE,proveedor_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,YES,facturas_compra_proveedor_id_fkey,public,proveedores,id
public,facturas_compra,TABLE,numero_documento,3,NO,character varying,varchar,character varying(50),50,,,,,NO,,NO,,,,
public,facturas_compra,TABLE,fecha_emision,4,NO,date,date,date,,,,0,,NO,,NO,,,,
public,facturas_compra,TABLE,fecha_vencimiento,5,YES,date,date,date,,,,0,,NO,,NO,,,,
public,facturas_compra,TABLE,neto,6,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,facturas_compra,TABLE,iva,7,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,facturas_compra,TABLE,total,8,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,facturas_compra,TABLE,estado,9,NO,character varying,varchar,character varying(20),20,,,,,NO,,NO,,,,
public,facturas_compra,TABLE,observacion,10,YES,text,text,text,,,,,,NO,,NO,,,,
public,facturas_compra,TABLE,fecha_creacion,11,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,facturas_compra,TABLE,fecha_actualizacion,12,NO,timestamp without time zone,timestamp,timestamp without time zone(6),,,,6,,NO,,NO,,,,
public,facturas_compra_detalle,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('facturas_compra_detalle_id_seq'::regclass),YES,facturas_compra_detalle_pkey,NO,,,,
public,facturas_compra_detalle,TABLE,factura_compra_id,2,NO,bigint,int8,bigint,,64,0,,,NO,,YES,facturas_compra_detalle_factura_compra_id_fkey,public,facturas_compra,id
public,facturas_compra_detalle,TABLE,producto_id,3,YES,bigint,int8,bigint,,64,0,,,NO,,YES,facturas_compra_detalle_producto_id_fkey,public,productos,id
public,facturas_compra_detalle,TABLE,descripcion,4,YES,character varying,varchar,character varying(250),250,,,,,NO,,NO,,,,
public,facturas_compra_detalle,TABLE,cantidad,5,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,facturas_compra_detalle,TABLE,costo_unitario,6,NO,numeric,numeric,"numeric(14,4)",,14,4,,,NO,,NO,,,,
public,facturas_compra_detalle,TABLE,subtotal,7,NO,numeric,numeric,"numeric(14,2)",,14,2,,,NO,,NO,,,,
public,fin_adjunto,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin_adjunto_id_seq'::regclass),YES,fin_adjunto_pkey,NO,,,,
public,fin_adjunto,TABLE,entidad,2,NO,character varying,varchar,character varying(40),40,,,,,NO,,NO,,,,
public,fin_adjunto,TABLE,entidad_id,3,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,fin_adjunto,TABLE,nombre,4,NO,character varying,varchar,character varying(220),220,,,,,NO,,NO,,,,
public,fin_adjunto,TABLE,mime,5,YES,character varying,varchar,character varying(120),120,,,,,NO,,NO,,,,
public,fin_adjunto,TABLE,storage_path,6,NO,character varying,varchar,character varying(500),500,,,,,NO,,NO,,,,
public,fin_adjunto,TABLE,hash_sha256,7,YES,character varying,varchar,character varying(80),80,,,,,NO,,NO,,,,
public,fin_adjunto,TABLE,created_at,8,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,fin_categoria_gasto,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin_categoria_gasto_id_seq'::regclass),YES,fin_categoria_gasto_pkey,NO,,,,
public,fin_categoria_gasto,TABLE,codigo,2,NO,character varying,varchar,character varying(30),30,,,,,NO,,NO,,,,
public,fin_categoria_gasto,TABLE,nombre,3,NO,character varying,varchar,character varying(160),160,,,,,NO,,NO,,,,
public,fin_categoria_gasto,TABLE,tipo,4,NO,USER-DEFINED,fin_tipo_gasto,USER-DEFINED::fin_tipo_gasto,,,,,'OPERACIONAL'::fin_tipo_gasto,NO,,NO,,,,
public,fin_categoria_gasto,TABLE,activo,5,NO,boolean,bool,boolean,,,,,true,NO,,NO,,,,
public,fin_categoria_gasto,TABLE,created_at,6,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,fin_categoria_gasto,TABLE,updated_at,7,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,fin_centro_costo,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin_centro_costo_id_seq'::regclass),YES,fin_centro_costo_pkey,NO,,,,
public,fin_centro_costo,TABLE,codigo,2,NO,character varying,varchar,character varying(30),30,,,,,NO,,NO,,,,
public,fin_centro_costo,TABLE,nombre,3,NO,character varying,varchar,character varying(120),120,,,,,NO,,NO,,,,
public,fin_centro_costo,TABLE,activo,4,NO,boolean,bool,boolean,,,,,true,NO,,NO,,,,
public,fin_centro_costo,TABLE,created_at,5,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,fin_centro_costo,TABLE,updated_at,6,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,fin_evento,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin_evento_id_seq'::regclass),YES,fin_evento_pkey,NO,,,,
public,fin_evento,TABLE,entidad,2,NO,character varying,varchar,character varying(40),40,,,,,NO,,NO,,,,
public,fin_evento,TABLE,entidad_id,3,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,fin_evento,TABLE,evento,4,NO,character varying,varchar,character varying(80),80,,,,,NO,,NO,,,,
public,fin_evento,TABLE,detalle,5,YES,text,text,text,,,,,,NO,,NO,,,,
public,fin_evento,TABLE,user_email,6,YES,character varying,varchar,character varying(180),180,,,,,NO,,NO,,,,
public,fin_evento,TABLE,ip_origen,7,YES,character varying,varchar,character varying(80),80,,,,,NO,,NO,,,,
public,fin_evento,TABLE,created_at,8,NO,timestamp with time zone,timestamptz,timestamp with time zone(6),,,,6,now(),NO,,NO,,,,
public,fin_gasto,TABLE,id,1,NO,bigint,int8,bigint,,64,0,,nextval('fin_gasto_id_seq'::regclass),YES,fin_gasto_pkey,NO,,,,
public,fin_gasto,TABLE,estado,2,NO,USER-DEFINED,fin_estado_gasto,USER-DEFINED::fin_estado_gasto,,,,,'BORRADOR'::fin_estado_gasto,NO,,NO,,,,
public,fin_gasto,TABLE,fecha,3,NO,date,date,date,,,,0,,NO,,NO,,,,
public,fin_gasto,TABLE,proveedor_id,4,YES,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,fin_gasto,TABLE,documento_ref,5,YES,character varying,varchar,character varying(80),80,,,,,NO,,NO,,,,
public,fin_gasto,TABLE,categoria_gasto_id,6,NO,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,fin_gasto,TABLE,centro_costo_id,7,YES,bigint,int8,bigint,,64,0,,,NO,,NO,,,,
public,fin_gasto,TABLE,medio_pago,8,NO,USER-DEFINED,fin_medio_pago,USER-DEFINED::fin_medio_pago,,,,,'OTRO'::fin_medio_pago,NO,,NO,,,,
public,fin_gasto,TABLE,moneda,9,NO,character varying,varchar,character varying(10),10,,,,'CLP'::character varying,NO,,NO,,,,
public,fin_gasto,TABLE,tipo_cambio,10,NO,numeric,numeric,"numeric(18,6)",,18,6,,1,NO,,NO,,,,
public,fin_gasto,TABLE,neto,11,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,fin_gasto,TABLE,exento,12,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,fin_gasto,TABLE,iva,13,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,fin_gasto,TABLE,otros_impuestos,14,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
public,fin_gasto,TABLE,total,15,NO,numeric,numeric,"numeric(18,2)",,18,2,,0,NO,,NO,,,,
